INFO 2025-09-04 04:13:04,030 middleware 15 127402039716736 API GET /api/v1/profile/ - 0.001s - 401
INFO 2025-09-04 05:02:42,805 middleware 15 140314741922688 API GET /api/v1/profile/ - 0.001s - 401
INFO 2025-09-04 05:08:35,066 middleware 15 140314741922688 API GET /api/ - 0.001s - 404
INFO 2025-09-04 05:12:37,070 middleware 15 140314741922688 API POST /api/v1/token/ - 0.186s - 200
INFO 2025-09-04 05:19:35,537 middleware 15 140314741922688 API POST /api/v1/token/ - 0.162s - 200
INFO 2025-09-04 05:32:26,779 middleware 15 140314741922688 API GET /api/v1/reviews/assigned/ - 0.005s - 401
INFO 2025-09-04 05:32:26,793 middleware 15 140314741922688 API GET /api/v1/notifications/unread-count/ - 0.002s - 401
INFO 2025-09-04 05:32:26,799 middleware 15 140314741922688 API GET /api/v1/student/enrolled_courses/ - 0.002s - 401
INFO 2025-09-04 05:32:26,828 middleware 15 140314741922688 API GET /api/v1/teocoin/balance/ - 0.013s - 401
INFO 2025-09-04 05:32:26,838 middleware 15 140314741922688 API GET /api/v1/notifications/unread-count/ - 0.002s - 401
INFO 2025-09-04 05:32:26,845 middleware 15 140314741922688 API GET /api/v1/student/enrolled_courses/ - 0.001s - 401
INFO 2025-09-04 05:32:26,851 middleware 15 140314741922688 API GET /api/v1/reviews/assigned/ - 0.001s - 401
INFO 2025-09-04 05:32:26,862 middleware 15 140314741922688 API GET /api/v1/teocoin/balance/ - 0.005s - 401
INFO 2025-09-04 05:32:26,872 middleware 15 140314741922688 API GET /api/v1/notifications/unread-count/ - 0.004s - 401
INFO 2025-09-04 05:32:26,878 middleware 15 140314741922688 API GET /api/v1/notifications/unread-count/ - 0.001s - 401
INFO 2025-09-04 05:32:26,998 middleware 15 140314741922688 API GET /api/v1/notifications/unread-count/ - 0.003s - 401
INFO 2025-09-04 05:32:27,091 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.020s - 401
INFO 2025-09-04 05:32:27,100 middleware 15 140314741922688 API GET /api/v1/courses/ - 0.005s - 401
INFO 2025-09-04 05:32:27,109 middleware 15 140314741922688 API GET /api/v1/notifications/unread-count/ - 0.002s - 401
INFO 2025-09-04 05:32:27,122 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.004s - 401
INFO 2025-09-04 05:32:27,128 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.002s - 401
INFO 2025-09-04 05:32:27,145 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.002s - 401
INFO 2025-09-04 05:32:27,165 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.016s - 401
INFO 2025-09-04 05:32:27,176 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.005s - 401
INFO 2025-09-04 05:32:27,184 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.002s - 401
INFO 2025-09-04 05:32:27,203 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.002s - 401
INFO 2025-09-04 05:32:27,941 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.729s - 401
INFO 2025-09-04 05:32:27,951 middleware 15 140314741922688 API GET /api/v1/courses/ - 0.001s - 401
INFO 2025-09-04 05:32:27,956 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.002s - 401
INFO 2025-09-04 05:32:27,968 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.002s - 401
INFO 2025-09-04 05:32:27,973 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.001s - 401
INFO 2025-09-04 05:32:27,984 middleware 15 140314741922688 API POST /api/v1/token/refresh/ - 0.002s - 401
INFO 2025-09-04 05:32:27,993 middleware 15 140314741922688 API GET /api/v1/notifications/unread-count/ - 0.003s - 401
